author;tweet_id
843802830;281765663809363968
531048734;281747824771743744
73081902;281730427503403008
466407338;281727526127165440
243546672;281672596964126720
335515435;281667798458052608
317389338;281667772742787073
113360943;281666549696311296
587692293;281656721238265856
454950461;281655299910270977
499584478;281642634525687808
498681022;281465263214456832
9563732;281422438594670592
491159280;281401160693325825
144820861;281397713428414465
453033444;281374648279654401
192927152;281352412428644353
454950461;281337182369755136
113360943;281335696751480833
376870511;281319948779913216
407720452;281301504214827008
591195613;281220536678367234
617150520;281185643005087746
263699319;281171022919655425
331917597;281152818725937153
623950068;281151050151514112
104129067;281130983154126848
46232180;281123146621394944
190364813;281122937979932673
479006679;281121822362202112
37783241;281121821502365697
Unknown-245;281121820713832449
56321648;281118392096788480
37783241;281115282859249664
175509503;281115281672253440
551707081;281052960010690561
551707081;281052361076645888
258269268;281026923650506753
975696829;281010628934631424
219582317;281006416993599488
9563732;280992119513047040
220995180;280966914484871170
144820861;280962709837725696
219582317;280941649574653952
263699319;280741575309541376
263699319;280738213784604674
617150520;280728612720750592
617150520;280727538781810688
617150520;280723269483646976
617150520;280716490313981952
617150520;280708356598009856
219582317;280705758209925121
726267446;280676386321076224
219582317;280650595336073217
231495872;280646409882050560
267328948;280441738613649408
304299413;280415116992860160
518350297;280216646335995904
243605840;280026172514004994
551707081;279615549183504385
304299413;279612733102632961
94803309;279611732211675136
304299413;279604924004855808
304299413;279602637320634368
204670349;279565322980294656
236318698;279561823550857217
9563732;279551345319628801
108041734;279532458419044355
96986930;279500213008347136
251601458;279488399725981696
519229697;279410909678542848
295058811;279358669416697856
81607036;279308046675615744
42646438;279308044888846336
92625159;279287946945904640
555839861;279277204381237248
145223323;279277204330905600
17495345;279276025022652416
46232180;279273900796440576
99904689;279268751818518529
269207924;279246868486189058
255752116;279239608871555072
325470605;279239251076452354
534857422;279233275304767488
426468053;279175770105077760
335515435;279134888727285760
317389338;279134887284465664
292969669;278970420613492736
987134412;278968238585561088
9563732;278947384724180993
608307239;278911458652352512
9563732;278805171423821824
204670349;278803957739048960
96986930;278784057955975168
594870492;278782249300791296
576230421;278779846778290176
975696829;278760767317225472
534857422;278739251108147201
970978118;278642690755813376
534857422;278631754078773249
600871090;278603910372028418
258960145;278602839209680896
502077717;278600410149818369
243605840;278589041690157056
439272349;278582692298244096
74116627;278567984887390209
105582337;278437092701401089
269782738;278434378663727104
765133;278389563607621632
231902225;278210737116168195
492958932;278200904900026369
561519644;277895889362771968
295058811;277438843865661441
534857422;277359460240994304
228609568;277077751972904960
157382717;277034751796326400
227014561;277023853220347904
46371624;276649104459837440
46371624;276648584940765184
46371624;276644961787723776
230512159;276638479511875584
270950532;276451216089821184
227014561;276382716830810112
384270812;276331284853305345
289350581;276283180217143296
390776319;276277493680455680
9563732;276254554889265152
295081955;276251330752954368
405767214;276232104466059264
635617567;276219076731355137
635617567;276109053820801024
635617567;276107708124524544
238674197;276090380787798016
133469882;276048620053209088
740303078;276032292420456448
42195159;276030539570495488
537434420;276022825800839168
324922965;276008035397296128
123070358;275956655949230080
227014561;275937210883264512
227014561;275936658833158144
227014561;275935921197694976
227014561;275935540178726913
227014561;275935029241192448
284408280;275865931912212481
38949045;275684921425661952
498014064;275586643715575808
491372819;275576688832811008
193042676;275562057099771904
328943513;275555890931851266
869539963;275555766226780160
617150520;275548842303307776
830874596;275492542504632320
263342803;275336702569103361
269207924;275188684280696832
442242224;275083857714376704
251601458;274920804154740736
166311635;274910173284429824
230512159;274905781697130496
275547944;274845569837563904
187441295;274844803638902784
129861742;274843411620712449
467243490;274834387038793728
299149410;274797272720625665
251601458;274573514223259648
187441295;274551851901399042
492071324;274544127679545345
534857422;274524226852102144
231479010;274514780142854145
932652865;274500502027395072
38025754;274434342653153280
133469882;274265495610474496
321603083;274261092732121088
343588169;274258785634246656
447467376;274255527364669442
400100289;274228107467169793
400100289;274224330240569344
331038842;274157816577679360
457877121;274150415279472641
551206734;274141436415455232
133469882;274119413622517760
133469882;274082062678515712
133469882;274080865947111424
616386366;273860746461458435
188300159;273837273978650624
437769909;273824927763804161
466407338;273820111557758976
600871090;273799426793947136
46371624;273779601405247488
424458814;273750639325114369
502077717;273749173331963904
216806239;273730381352685569
94526214;273722903860740096
337825612;273710141440937984
386497228;273708607894343680
461535544;273610202698366976
22635524;273553552876646400
385586218;273542471701651457
188300159;273507847365595136
188300159;273507076880351234
188300159;273506518358454272
188300159;273504854675165184
188300159;273502524894478337
400100289;273501943236796416
188300159;273499908810612736
188300159;273499542308143104
188300159;273498983169662977
68185880;273495135621361664
188300159;273494740467580928
260356521;273493647687811072
436818665;273478245691830272
225071709;273352347630071809
337825612;273349306575093761
607023103;273342345389432832
292969669;273331731732525057
42195159;273325018753167360
278573610;273203587448987648
400100289;273122619702788096
823306076;273089596139663361
502077717;273079839819431936
593648699;273015983889862656
236354455;272992533309702144
23180902;272990862202511361
201188196;272990614239469568
970978118;272852151791939584
254469972;272846094038355969
119379461;272483745976696832
3005031;272338151715000320
14489632;272335998904569856
14489632;272334865410703362
14489632;272333442539208704
214529916;272332300107255808
214529916;272301667087704064
203834054;272260646563893248
Unknown-28;272073438674448385
Unknown-28;272072505307561984
158293182;271971444437684224
28628560;271970155192516608
334039323;271946647263641600
276637108;271938389551493120
574567749;271918543199686656
238213522;271918252232425472
197144881;271915624643559424
540222036;271893060512788480
100010768;271712205978873856
534857422;271701632469839872
92957664;271700859879059456
324922965;271688760213766144
537434420;271684992713752576
197722279;271681953365884928
400100289;271653482539384832
112668867;271591373780697088
157382717;271591371922628608
292969669;271561788187885570
534857422;271558673405460483
487943442;271539314637295616
487943442;271538147291168768
245976830;271529725149724672
80635593;271327539232927746
80635593;271324929251741696
272360317;271323386104393728
400100289;271312571125075970
419470212;271302413057654785
585941934;271276886242516993
126706721;271263729553907712
424873466;271257245524840449
904402856;271230965580451840
931972399;271228931946987520
221758681;271226545417379840
424458814;271225919136468992
237497940;271222833034694656
115416310;271211624851988480
9563732;271211375215390720
393886714;271210026968965120
366546999;271207172870918144
9563732;271198794715127808
707022355;271192204054253568
279729657;271174704579088385
396126828;271115713958256642
283045946;271051037010432000
278601284;271037199745687552
198454116;271031157708165121
519229697;271026398917955585
765133;271014793190719488
393886714;271004032963862529
377304450;270998496151212032
402673899;270997140250173441
137317112;270997036957044736
408835369;270995500629643265
164238000;270980992062328832
373312249;270976652710928384
247247355;270972044605263872
369835988;270972043653169154
452379142;270971424754241536
17215028;270971270781349889
555005249;270971064992006144
397994952;270970932259082243
397991703;270970928165445634
550302984;270970808107663360
263748249;270970807214288896
911224722;270968474224963584
880147836;270964986048835586
493427267;270964318810558464
862730785;270963535973064706
564981718;270963535167770625
42195159;270963354976284672
595425382;270959748873072640
740303078;270958227758391297
607023103;270957509773242368
890212934;270952031110438913
343588169;270950041206812672
9563732;270949833714589696
390776319;270948697590870016
466407338;270947993702780929
537434420;270947883266764800
122355023;270946805376765953
466407338;270946380854460416
324922965;270946209814949888
121385551;270945907443372032
393441698;270944267244023808
538155200;270943136426098688
551707081;270927559938674688
543346876;270912066230046720
380377820;270906687970492416
142800094;270906459464794114
440788592;270897680924958720
145223323;270896294879432706
555839861;270896294367723521
324904050;270893087251902464
452174872;270891515075776513
135023592;270891510734651394
251601458;270889240081088513
575489788;270888165659799552
295669573;270864750701858816
204670349;270860335555166208
385435317;270854998433357824
343588169;270827362264965120
157382717;270825079468863488
481561807;270821366641618945
9563732;270821302498115584
230512159;270821033265733632
868094700;270819363697881088
828559776;270814006997024769
168438963;270811653212356608
447349520;270806315008413696
80635593;270804490322579456
458233500;270800750366572544
80635593;270788893278883840
437322504;270638663443042304
534857422;270627715898568704
178471005;270626264862298112
222206773;270605310778023936
258773018;270595054639386624
74395797;270557126236184576
264333291;270555957619195907
330606556;270555459650482176
133858077;270547160842522624
126674272;270539303703171072
478424358;270508695618744320
424992674;270499266932387840
543346876;270489326218014721
912176730;270485477717594114
131586941;270452627588931584
306149365;270442574651748352
85285279;270423158056693760
472855523;270413729462632448
385288227;270413656167174144
385288227;270413653352804353
236402631;270395504247062529
38949045;270337016783323136
38949045;270335886556815361
154903993;270309564090552320
Unknown-246;270286413059219456
87609486;270275070956552194
383669504;270273657249599488
300421764;270267960248107009
618218786;270265630748454915
65935927;270265122352689152
191410401;270258146491133952
302636318;270235995880947712
320669055;270232868515622912
136965841;270229415231881216
141307649;270227149519208448
551707081;270227116224827392
433302442;270221916319645696
377360735;270217931458232321
85285279;270215012226830336
551707081;270214802574540800
134922604;270190862049353729
245981146;270182364724985857
901560007;270171153140703232
534857422;270165616399355904
286227755;270157869658292225
402673899;270151178711597057
326168626;270143438857596928
258484469;270140887160455168
122723760;270139037736632320
270453484;270135649749827584
129656811;270126426785718273
262221458;270124178852704256
143955296;270123330504372224
252250369;270120099720069120
10946622;270119651260919808
19526085;270118883711672320
70214437;270118391879192577
949646293;270118239651119104
112277381;270118166506643456
381618783;270117081821872128
340232946;270116688094183424
271567977;270116038144823296
145223323;270110252500914177
424458814;270108190128082944
15438758;270108120255172608
150450056;270107231171772416
305475017;270097002568753152
309544760;270092573845098496
56634176;270091404489936896
190297429;270086424479543296
534857422;270086351804841984
30833263;270082043554197504
534857422;269962637872353281
551707081;269849474317295617
339165317;269770034463784961
539439244;269714259175436289
539439244;269713962558435328
394913183;269489530694926336
333945044;269439716020076544
158310884;269417147418177536
454394810;269415061037129728
318072677;269357735013916673
80635593;269195068336910336
80635593;269194111989477376
340816568;269194073729019907
509023369;269192122954027008
585941934;269181503462862849
585941934;269180444589846528
306083315;269177242591051777
200194129;269152952470601728
600871090;269150137744494592
543346876;269107883508105218
253650192;269086668223553537
36924067;269080009690451968
461535544;269059431952687105
502077717;269036882296463360
267310512;269034332088311808
165688067;269032029591584770
255945475;269030986157793280
426468053;269028588773322752
157382717;269012879771070464
266133787;269012283039051776
263623426;269009605881913344
266820302;269003075195400193
197144881;268996194724876288
96986930;268995511430807552
204670349;268990868046884864
125057456;268969677038968832
613599454;268822275279687680
266820302;268766525475942400
301900145;268761537643167745
96335712;268727569338208257
120726916;268701928064679937
400100289;268698545517899777
397204939;268685109052444672
282133460;268663401016877056
329278763;268647896973463552
251601458;268646964583882752
528278095;268633140271144960
42195159;268627414257655808
46371624;268607963571298304
46371624;268607030028288000
509023369;268447626486222848
509023369;268439023058567168
459646334;268428982020624384
797910888;268420146379497472
230995732;268395526867804161
231495872;268389200485822464
551883751;268387486881951745
157382717;268385748615585792
555839861;268360239471022080
145223323;268360239324225536
468803713;268350674218147840
468803713;268350637597655041
259409783;268346161159618560
251601458;268344972758093824
509023369;268344738212622336
503323400;268336898056007681
Unknown-1;268331900853161984
278641847;268331729478094848
381750595;268331169353986049
585941934;268330798942412800
334039323;268330621640777728
289556229;268329941186269184
393957222;268329737137553408
9706822;268328942463754240
613351956;268324193152688128
316910774;268322375823654913
532949204;268308492480307200
195652851;268299862536241154
135213741;268298297062608901
343024770;268297212608528384
539315855;268292463469416448
429257623;268292007011700736
80635593;268280577587822592
38949045;268279994415988736
80635593;268279846751330304
551707081;268270157426749440
551707081;268268904843980800
551707081;268268315489755136
105582337;268137371701239808
459646334;268133249514082306
298678178;268121627814932480
132132987;268121302689271808
416616319;268119998201995264
730617932;268118941417746432
509023369;268116597540020224
509023369;268112315243708416
306431333;268100773794181121
358280685;268099131581538304
444770159;268094185536630784
96335712;268087084487675904
509023369;268071191326117888
215348253;268066605416734720
146225261;268063994936442880
251241171;268062223736401921
295058811;268061106176655361
184425600;268058980373368832
400100289;268058216515112961
223783879;268058090866368512
295058811;268056606422474753
295058811;268055545456492544
295058811;268054942558851074
153888420;268054254554578944
825477853;268053537055973376
400100289;268050593053036544
472876572;268041589438439425
284133100;268033000334319616
157382717;268023355616137216
132949287;268019927192064000
293918687;268016710165086209
157382717;268014295709802496
235089994;268014165992546304
219072672;268012246683246592
635617567;268011674081062912
157382717;268011279418023937
904080206;268009345084710912
505636145;268007419123208192
377912124;268005867197190144
204670349;268005053812576256
157382717;268002218832171010
618040477;267998828676931584
498196683;267997567026089984
245302343;267995064742068224
802180814;267993037655900160
316710216;267990398889246720
9563732;267988918580936704
276637108;267974985505710080
237497940;267972366083190784
890585418;267968310266712064
492071324;267965827528138753
522089963;267962806727487488
334039323;267960448647835649
219773003;267958195203481600
255945475;267957397182623744
160208435;267956236706783232
384252306;267947235021565953
631788694;267946939088244736
166632879;267945363216936961
46108671;267944390675275776
52306054;267942850539429889
410283382;267942843434278913
396782008;267942839667793920
274923841;267940365032644608
194969491;267940237609668608
821566310;267940196358701057
21643907;267939586729205760
551707081;267936785991077888
129861742;267936766336565248
9563732;267934778962096128
80635593;267934464380899328
108041734;267934296323522560
80635593;267932478281486337
726267446;267931988059639809
726267446;267931785105657856
92957664;267931700053565440
574567749;267931697713131521
92957664;267931696782000128
574567749;267931693900509184
28628560;267931692478627840
382300046;267929994116874241
239018498;267928300389814272
239562760;267924996846923776
869539963;267924117553033216
519229697;267924022854053888
555839861;267921180768493568
145223323;267921179254325248
145223323;267921159134253056
408351137;267921158966505472
828559776;267920966036905984
576230421;267920150068596736
193208669;267916896953831424
316386740;267916050455203840
81607036;267915040680710144
42646438;267915039212720128
868351675;267913694573371392
340816568;267911669894758400
439288154;267911249675837440
822916476;267910858552778752
168438963;267909753391415296
256099413;267909363606376448
770238684;267907602082578432
204670349;267907137475325952
197144881;267906026681028609
49557332;267905929469632513
108041734;267905576330199044
80635593;267896739472752641
382300046;267892971943387136
251601458;267891986671992832
200943429;267890135775969280
578225628;267886800247336960
941792250;267876472717459456
211201887;267861960962494464
813236834;267815424438181889
84939709;267758054848724992
901560007;267756484677484546
318633012;267755326068101121
407783545;267747101021175809
84939709;267744070569447424
600349295;267739870515044352
293046575;267728648583393281
816017246;267708432063270913
586791729;267708273464053762
286650875;267703554314207233
160145907;267702087637430272
286650875;267699412459978753
308054885;267698219650265089
2898111;267693914918625280
395896446;267683195166806017
225914151;267682560132390912
96986930;267681822308200449
103579067;267675847744450560
358280685;267670896498573312
188300159;267667556582690816
249053803;267656059756359680
249053803;267655350625394690
249053803;267654894603870208
249053803;267654185430962177
249053803;267654021618229248
166311635;267651174478540800
224249551;267643124338282496
292790139;267629419647102977
167321299;267627881163808769
394175319;267620112159342592
501145672;267611642366394369
245740282;267608033503375361
50010892;267607436842643456
414076312;267604882670878720
247911162;267601846376476672
868717717;267600175630016512
68437824;267597649950167040
366546999;267597192057995264
71357578;267595356752199681
424458814;267585906926559232
171503473;267585101293047808
47980580;267580459465187328
310901612;267580310487695360
460047642;267580310290587648
9648722;267578934554681345
9648722;267578688558743552
171503473;267578470945677312
9648722;267578110868877313
392592313;267576667717902336
862618009;267576287688798209
404453820;267572682688716800
160831087;267572551025303552
473898006;267572362877231104
908212789;267567663163768833
308033184;267566045949202432
7851782;267565268832772096
278761805;267565251552215040
618040477;267563314823962624
46371624;267558802310717440
229638836;267555760756637696
244029155;267552242884829184
482400082;267549850810347520
411355050;267549190123577345
834205868;267544998482935809
549262178;267438279882842112
302055116;267410615037984768
121903463;267395133614473217
509023369;267391135331262464
302161885;267389316408410112
423615113;267384926146539520
551707081;267384180848078848
551707081;267382460592050177
84939709;267364433628655616
231761216;267361226835767296
2898111;267358999282855936
509023369;267354044446691330
540184096;267344158644129792
188300159;267343354453426176
188300159;267340874168545280
336405072;267339291024322561
2898111;267326889008455680
2898111;267322555654868993
252315810;267321867965177856
245297746;267316524900028417
747512432;267313156811022338
258910708;267298066263064576
259216390;267295712436449280
210781959;267293406059974656
443667114;267293302989139968
207726165;267289489758633987
636162978;267288623643258880
287207842;267288071396003840
373554288;267287215137239041
276603496;267286647585005569
348422354;267283156892262400
426111802;267282746030837760
157382717;267276231194591232
157382717;267275220635774977
245121839;267268498504445952
444770159;267266877477253121
444770159;267266793087840256
444770159;267266720568315904
15497124;267264125518884864
207305542;267263915531063296
730617932;267257525437599745
46371624;267257167114010625
278966574;267255651351273473
216308121;267254600615211008
230512159;267243605679280128
230512159;267239915501285376
14184585;267239496498700288
18144331;267238972462354432
494306860;267237314302984192
395896446;267233251163271168
163858847;267230755632058368
211093750;267225754885050368
63700855;267225069028253696
63700855;267224479934083073
268346696;267223522206683136
100580869;267217272676970497
925590644;267209688066711555
616161440;267207260751659008
329361015;267205971556835329
7851782;267201977400840192
424458814;267201256936833024
277036036;267191969124601856
894094970;267191671115096064
894094970;267191429380571136
894094970;267191304658751489
258533814;267170348770922496
229239112;267167000516771840
322731904;267165138078007296
340531909;267158417309855744
86779410;267156833834266625
207305542;267153228196626432
193214868;267107520034775042
193214868;267107276056305664
74424678;267067517447593984
395896446;267058179060412416
839469439;267048960894578688
51479830;267043482651222016
369094506;267042268156936192
122355023;267035300155506688
395382718;267034035761594368
207305542;267024259795279872
535437671;267023258421964800
415805554;267017739984572417
415805554;267017640185327616
505069655;267015755382546432
344056161;267014132706975745
838604682;267013296765431810
535437671;267013154242965504
344056161;267013038585024513
394000944;267009668109443072
27510958;267007071122231296
358280685;267005506399399936
250389412;267002858430423040
79757363;267002608399577088
79757363;267002515621572609
418230386;267002296704061440
418230386;267000537889775617
2898111;266996064052195328
437322504;266987844948615168
203834054;266984475592892416
188300159;266983025705906176
534857422;266981165976657920
235089689;266980986347216896
188300159;266980332211937280
188300159;266980239207436289
188300159;266980024362614784
121903463;266978050271481856
358280685;266977749497946114
260356521;266976813744529409
617150520;266976702142496769
389368082;266972142594297857
389368082;266972013896298498
28370370;266970602269716480
303899798;266970184974225408
303899798;266969985887391744
174625308;266962830421532674
353598481;266962825455468544
405767214;266962071554502656
894094970;266962064860381184
193738792;266962009357160448
207233779;266962009340395520
412566453;266962009336209409
7851782;266960666466856960
86779410;266959532230594561
337079693;266959416912404481
86779410;266958814094450689
49464241;266958171980058625
405767214;266956445017337856
405767214;266956079026548736
405767214;266954632587247616
405767214;266954047691563008
405767214;266953549093691392
894094970;266953240019607553
405767214;266953075938455552
46371624;266949109733269504
171680922;266949106784669696
241668304;266948363323338752
46371624;266947681417580546
315291290;266947524655464449
28370370;266943581804175360
595370519;266936587647082499
585941934;266928966437318656
537156352;266928420603183106
585941934;266928360507179008
252315810;266926185005592576
862730785;266925586801373185
564981718;266925583500443648
534857422;266924550950895616
226112768;266924375800954880
115872581;266919804517093376
295058811;266918464697016321
122138868;266917794623418368
397204939;266917314740506625
16110183;266917288622579713
278966574;266912686074388480
293402886;266912308771565569
563127307;266907581015027712
726267446;266906773921865728
534857422;266906164057477120
574631068;266903640848101377
328943513;266903365718515713
424466421;266902782139850753
64734785;266901263734685696
248134903;266899204440485888
745497241;266896888899436544
373554288;266896342943678464
424458814;266895472147456002
395896446;266895302118735872
424458814;266893925153927170
316386740;266893178190311427
36924067;266893096132964352
215738185;266891553753157633
215001501;266888757825896448
886774567;266888476371324928
418956882;266885130960912384
199315068;266883562853236738
292969669;266883126041653249
804028550;266880781593489409
384915780;266880348741328896
124479636;266880339841003520
251601458;266880320710791168
207305542;266873757405171712
468683866;266873452688977920
433302442;266873369343979520
595370519;266872342888734721
9648722;266872102689312768
9648722;266871949320413184
9648722;266871795494301697
9648722;266871577323376643
63157987;266871383827558400
522217068;266870310521958400
551707081;266869963636240384
307258387;266869412110426112
226112768;266869010031849472
17495212;266866650597429249
502077717;266864977233735680
460055811;266864641395802112
414760094;266859788011442176
66058105;266858956335501312
113419656;266857713470955520
49464241;266856108205953024
25478140;266855140911366144
298678178;266854293351583744
266277402;266853422953816064
112417915;266850912583159809
406870054;266850814876860417
746791332;266850649239613440
426468053;266850279394263040
75535310;266849309100756993
277036036;266848906946682880
559552835;266847091735818241
442065479;266846415211356160
610682368;266845590728626176
253156907;266845529743429633
337825612;266844473932271617
107440942;266844228024406017
277036036;266843700527779840
358280685;266842917023399936
566456251;266842629382234113
241668304;266842597232893952
190441554;266842531705266178
308054885;266842497223901184
337825612;266842030968291328
358280685;266841650603642880
456198412;266841466364624896
184425600;266841111656529921
133858077;266840654380953600
296779805;266840427347468288
14658093;266839971183337472
122355023;266839828237262848
207932282;266839719315374081
122355023;266839699707006976
122355023;266839453249720320
122355023;266839204242276353
437331542;266839190254280704
539315855;266839163800805376
539315855;266839145123565568
278132791;266839011002306560
19484935;266839005977538560
122355023;266838451893190656
900191774;266838436563013632
461041087;266838429277487104
900191774;266838424718278657
461041087;266838224838750208
308054885;266838148410142720
515415199;266837896403755008
873281910;266837590366380032
112694236;266837554211483649
592102872;266836892618727424
207932282;266836454175547394
470373230;266836189368176640
862618009;266836187895975936
308054885;266835945196773376
198451168;266835121380937728
122355023;266834844896595968
166311635;266834690470711296
797910888;266834650155065344
166311635;266834603187269633
384270812;266834155948625920
145223323;266834086000197632
399188867;266834055138529280
122355023;266833574714564608
122355023;266833364340862976
271567977;266833282535137280
271567977;266833123315175424
426468053;266833042461556736
260424517;266832888555769856
25478140;266832086151868416
122355023;266831794253484033
388155871;266831737403867136
466572258;266831439331483649
358280685;266831329323282432
337825612;266830867865956353
358280685;266830745702637569
420246736;266830363203092480
358280685;266830064266649600
337825612;266829927695912960
470373230;266829748490100736
337825612;266829715447377920
358280685;266829429274189824
797910888;266829159597236224
56634176;266828616036413440
726267446;266828585027899392
160208435;266827605045559296
299920075;266827603128766466
358280685;266827090547064832
377849676;266826719871262720
198451168;266826511338844160
14814110;266825568459321344
222769995;266825448388980736
511805417;266825374468562944
112668867;266824927867465728
424458814;266824893704843264
198451168;266824625365872641
15339967;266824390648397824
174210742;266824015014944768
15644202;266823680523386881
373586321;266822345572876288
576230421;266822004487897088
62030243;266821710794342400
563119379;266821685473341440
334039323;266821574668214273
85285279;266821469428912128
15339967;266821036882927616
408391296;266820818443587584
316386740;266820300476391424
247253317;266820026290552832
9563732;266819990785765376
393886714;266819179494121472
919229618;266818126094663680
180145909;266817673126629376
315980546;266816624479309825
472439169;266815925691482112
472439169;266815804727775232
210497981;266815779029282817
70214437;266814998301511680
323327079;266813928003215360
71597320;266813462003453954
119301722;266813375525306368
239972672;266813173582147584
906923892;266812979293589505
822916476;266808062155837440
406504275;266807233692712960
268715648;266807129556545536
187441295;266807040846987265
846131178;266807024199794688
191410401;266806626432978944
894094970;266804772378644480
310168658;266804738765488128
393542910;266804275710156800
125716373;266804069186797568
316710216;266803583171842048
717765272;266802170593165312
316386740;266802116264357888
191962605;266799189588058112
274609035;266799055022194688
226112768;266798878832070656
628431402;266797669274501120
746791332;266797414827040769
92226315;266797050665000961
329053441;266796818313129984
371192549;266795944983535616
602732631;266794643386155009
46371624;266794619621232640
602732631;266794563165880320
46371624;266794478113804288
46371624;266794180339171329
46371624;266793644948860929
46371624;266793338450092032
140550105;266792995267948544
140550105;266792723825192960
191929879;266792712810926080
125057456;266792537338036224
140550105;266792518165880832
140550105;266792297277054976
140550105;266792190234218496
626639145;266788943792590848
46371624;266786877464530944
46371624;266786742986764288
140550105;266786650334568448
140550105;266786185685368832
46371624;266786064985886720
183556418;266785610457546752
207305542;266777883278716929
383975260;266775755206324224
296840074;266760598904266752
304710569;266757037927587840
244899559;266752886782971904
207305542;266745346691043329
501726233;266735691663302658
408835369;266722752021549058
382917435;266715846481702912
207305542;266708485134249985
549979924;266706984533913600
63157987;266704261923086336
49464241;266703607716540416
137271051;266702777961566208
129154949;266699214120157184
198111000;266696842853621760
275053461;266695615013076994
269530021;266693485330063360
49464241;266693342107168769
49464241;266693299153276928
95238467;266689089619767296
284706179;266687646548504576
112694236;266686585666416640
255967705;266681105715957760
159617048;266681105078431744
917967385;266680643960860672
767656027;266679254379540480
767656027;266678255606693888
231761216;266677966593990658
767656027;266677892732301312
767656027;266677016194060289
393886714;266674918807179264
107152426;266673815516495873
337079693;266672960729915392
107152426;266672116089364485
269519591;266670546882793472
13912032;266669009401954304
368514309;266668757403975681
368177056;266667696085684224
619257990;266667158166204417
534857422;266666756511252480
534857422;266662260225748992
190291087;266661875092168704
301358300;266661177348739072
153040012;266660014465372160
302746487;266658298709827585
283108001;266657507697627136
534857422;266657488433205249
400261823;266657308065538048
534857422;266657217615364096
91612785;266656741868048385
91612785;266656714902892544
207305542;266655281134592001
393886714;266653692223172608
327320777;266652927731568640
450184730;266648218916511744
93221940;266647618598363136
Unknown-2;266647087276511232
186163545;266646353768222720
239245102;266645028787589121
255258629;266643542095568896
270932574;266641929343754240
49464241;266641138490941440
173515562;266638468246028288
252016342;266638324670791680
277228155;266636753392267264
327460667;266635453975908352
191410401;266634676393885697
267224485;266634327989821440
226139840;266633898564407297
5107341;266633208328749056
397994952;266632937221521409
469624678;266632642882043904
373586321;266632127750225920
220155308;266631187890573312
384270812;266629568197185536
253279436;266629319672086528
35225778;266628612336263168
570236418;266628035296509952
380274136;266627796489625601
225914151;266627795709472768
437355943;266627447221542912
870397170;266626269775532033
183556418;266625112957128704
184054099;266624076745949184
726722012;266623753474150400
610168401;266623220373938177
220295138;266622097177067520
169542449;266621762895237120
288856373;266621493771915265
300484093;266619737658773504
